"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
22653;396571;"";"Non-ODA";"";"";""
22654;396340;"";"Non-ODA";"";"";""
22655;396142;"";"Non-ODA";"";"";""
22656;396443;"";"Non-ODA";"";"";""
22657;396575;"";"Non-ODA";"";"";""
22658;396582;"";"Non-ODA";"";"";""
22659;396331;"";"Non-ODA";"";"";""
22660;396585;"";"Non-ODA";"";"";""
22661;396223;"";"Non-ODA";"";"";""
22662;396156;"";"Non-ODA";"";"";""
22663;396106;"";"Non-ODA";"";"";""
22664;396201;"";"Non-ODA";"";"";""
22665;396431;"";"Non-ODA";"";"";""
22666;396526;"";"Non-ODA";"";"";""
22667;396523;"";"Non-ODA";"";"";""
22668;396452;"";"Non-ODA";"";"";""
22669;396516;"";"Non-ODA";"";"";""
22670;396527;"";"Non-ODA";"";"";""
22671;396592;"";"Non-ODA";"";"";""
22672;396528;"";"Non-ODA";"";"";""
22673;396025;"";"Non-ODA";"";"";""
22674;396006;"";"Non-ODA";"";"";""
22675;396175;"";"Non-ODA";"";"";""
22676;396042;"";"Non-ODA";"";"";""
22677;396108;"";"Non-ODA";"";"";""
22678;396562;"";"Non-ODA";"";"";""
22679;396217;"";"Non-ODA";"";"";""
22680;396480;"";"Non-ODA";"";"";""
22681;396112;"";"Non-ODA";"";"";""
22682;403112;"";"Non-ODA";"";"";""
22683;403520;"";"Non-ODA";"";"";""
22684;403113;"";"Non-ODA";"";"";""
22685;403405;"";"Non-ODA";"";"";""
22686;430507;"";"Non-ODA";"";"";""
22687;403305;"";"Non-ODA";"";"";""
22688;403325;"";"Non-ODA";"";"";""
22689;403514;"";"Non-ODA";"";"";""
22690;403407;"";"Non-ODA";"";"";""
22691;403408;"";"Non-ODA";"";"";""
22692;403518;"";"Non-ODA";"";"";""
22693;403603;"";"Non-ODA";"";"";""
22694;403604;"";"Non-ODA";"";"";""
22695;403727;"";"Non-ODA";"";"";""
22696;403519;"";"Non-ODA";"";"";""
22697;403111;"";"Non-ODA";"";"";""
22698;403730;"";"Non-ODA";"";"";""
22699;403003;"";"Non-ODA";"";"";""
22700;174022;"";"Non-ODA";"";"";""
22701;174010;"";"Non-ODA";"";"";""
22702;176322;"";"Non-ODA";"";"";""
22703;177035;"";"Non-ODA";"";"";""
22704;176035;"";"Non-ODA";"";"";""
22705;177047;"";"Non-ODA";"";"";""
22706;177116;"";"Non-ODA";"";"";""
22707;177102;"";"Non-ODA";"";"";""
22708;176034;"";"Non-ODA";"";"";""
22709;174313;"";"Non-ODA";"";"";""
22710;177030;"";"Non-ODA";"";"";""
22711;177046;"";"Non-ODA";"";"";""
22712;176212;"";"Non-ODA";"";"";""
22713;176072;"";"Non-ODA";"";"";""
22714;176226;"";"Non-ODA";"";"";""
22715;176074;"";"Non-ODA";"";"";""
22716;176223;"";"Non-ODA";"";"";""
22717;176220;"";"Non-ODA";"";"";""
22718;176024;"";"Non-ODA";"";"";""
22719;176080;"";"Non-ODA";"";"";""
22720;176127;"";"Non-ODA";"";"";""
22721;176404;"";"Non-ODA";"";"";""
22722;176155;"";"Non-ODA";"";"";""
22723;176050;"";"Non-ODA";"";"";""
22724;176139;"";"Non-ODA";"";"";""
22725;176222;"";"Non-ODA";"";"";""
22726;176046;"";"Non-ODA";"";"";""
22727;176221;"";"Non-ODA";"";"";""
22728;172035;"";"Non-ODA";"";"";""
22729;172036;"";"Non-ODA";"";"";""
22730;175135;"";"Non-ODA";"";"";""
22731;175127;"";"Non-ODA";"";"";""
22732;175022;"";"Non-ODA";"";"";""
22733;175109;"";"Non-ODA";"";"";""
22734;175122;"";"Non-ODA";"";"";""
22735;176122;"";"Non-ODA";"";"";""
22736;175041;"";"Non-ODA";"";"";""
22737;171303;"";"Non-ODA";"";"";""
22738;176123;"";"Non-ODA";"";"";""
22739;175044;"";"Non-ODA";"";"";""
22740;176120;"";"Non-ODA";"";"";""
22741;175137;"";"Non-ODA";"";"";""
22742;176126;"";"Non-ODA";"";"";""
22743;176121;"";"Non-ODA";"";"";""
22744;174404;"";"Non-ODA";"";"";""
22745;175043;"";"Non-ODA";"";"";""
22746;174403;"";"Non-ODA";"";"";""
22747;174402;"";"Non-ODA";"";"";""
22748;174401;"";"Non-ODA";"";"";""
22749;171108;"";"Non-ODA";"";"";""
22750;176005;"";"Non-ODA";"";"";""
22751;171305;"";"Non-ODA";"";"";""
22752;173219;"";"Non-ODA";"";"";""
22753;171101;"";"Non-ODA";"";"";""
22754;171017;"";"Non-ODA";"";"";""
22755;171304;"";"Non-ODA";"";"";""
22756;171020;"";"Non-ODA";"";"";""
22757;171016;"";"Non-ODA";"";"";""
22758;171306;"";"Non-ODA";"";"";""
22759;173003;"";"Non-ODA";"";"";""
22760;173020;"";"Non-ODA";"";"";""
22761;173002;"";"Non-ODA";"";"";""
22762;173028;"";"Non-ODA";"";"";""
22763;173102;"";"Non-ODA";"";"";""
22764;173103;"";"Non-ODA";"";"";""
22765;173004;"";"Non-ODA";"";"";""
22766;173224;"";"Non-ODA";"";"";""
22767;173203;"";"Non-ODA";"";"";""
22768;173216;"";"Non-ODA";"";"";""
22769;173228;"";"Non-ODA";"";"";""
22770;173226;"";"Non-ODA";"";"";""
22771;173227;"";"Non-ODA";"";"";""
22772;171302;"";"Non-ODA";"";"";""
22773;177215;"";"Non-ODA";"";"";""
22774;177218;"";"Non-ODA";"";"";""
22775;176626;"";"Non-ODA";"";"";""
22776;177216;"";"Non-ODA";"";"";""
22777;177214;"";"Non-ODA";"";"";""
22778;177032;"";"Non-ODA";"";"";""
22779;177217;"";"Non-ODA";"";"";""
22780;134002;"";"Non-ODA";"";"";""
22781;134110;"";"Non-ODA";"";"";""
22782;133021;"";"Non-ODA";"";"";""
22783;135104;"";"Non-ODA";"";"";""
22784;133105;"";"Non-ODA";"";"";""
22785;134012;"";"Non-ODA";"";"";""
22786;134001;"";"Non-ODA";"";"";""
22787;134011;"";"Non-ODA";"";"";""
22788;134206;"";"Non-ODA";"";"";""
22789;133208;"";"Non-ODA";"";"";""
22790;123307;"";"Non-ODA";"";"";""
22791;123308;"";"Non-ODA";"";"";""
22792;125061;"";"Non-ODA";"";"";""
22793;125045;"";"Non-ODA";"";"";""
22794;123025;"";"Non-ODA";"";"";""
22795;123026;"";"Non-ODA";"";"";""
22796;123306;"";"Non-ODA";"";"";""
22797;125036;"";"Non-ODA";"";"";""
22798;125071;"";"Non-ODA";"";"";""
22799;125063;"";"Non-ODA";"";"";""
22800;125064;"";"Non-ODA";"";"";""
22801;123310;"";"Non-ODA";"";"";""
22802;125072;"";"Non-ODA";"";"";""
22803;123201;"";"Non-ODA";"";"";""
22804;125065;"";"Non-ODA";"";"";""
22805;123309;"";"Non-ODA";"";"";""
22806;125066;"";"Non-ODA";"";"";""
22807;125041;"";"Non-ODA";"";"";""
22808;125074;"";"Non-ODA";"";"";""
22809;127110;"";"Non-ODA";"";"";""
22810;125067;"";"Non-ODA";"";"";""
22811;125043;"";"Non-ODA";"";"";""
22812;123304;"";"Non-ODA";"";"";""
22813;123020;"";"Non-ODA";"";"";""
22814;125046;"";"Non-ODA";"";"";""
22815;125040;"";"Non-ODA";"";"";""
22816;123507;"";"Non-ODA";"";"";""
22817;121104;"";"Non-ODA";"";"";""
22818;123305;"";"Non-ODA";"";"";""
22819;122109;"";"Non-ODA";"";"";""
22820;122106;"";"Non-ODA";"";"";""
22821;123508;"";"Non-ODA";"";"";""
22822;122050;"";"Non-ODA";"";"";""
22823;122211;"";"Non-ODA";"";"";""
22824;125107;"";"Non-ODA";"";"";""
22825;125012;"";"Non-ODA";"";"";""
22826;125026;"";"Non-ODA";"";"";""
22827;125122;"";"Non-ODA";"";"";""
22828;126011;"";"Non-ODA";"";"";""
22829;126010;"";"Non-ODA";"";"";""
22830;125069;"";"Non-ODA";"";"";""
22831;125032;"";"Non-ODA";"";"";""
22832;125028;"";"Non-ODA";"";"";""
22833;125070;"";"Non-ODA";"";"";""
22834;125021;"";"Non-ODA";"";"";""
22835;125022;"";"Non-ODA";"";"";""
22836;126008;"";"Non-ODA";"";"";""
22837;125080;"";"Non-ODA";"";"";""
22838;125023;"";"Non-ODA";"";"";""
22839;125027;"";"Non-ODA";"";"";""
22840;125081;"";"Non-ODA";"";"";""
22841;126006;"";"Non-ODA";"";"";""
22842;125025;"";"Non-ODA";"";"";""
22843;125024;"";"Non-ODA";"";"";""
22844;125079;"";"Non-ODA";"";"";""
22845;126027;"";"Non-ODA";"";"";""
22846;125108;"";"Non-ODA";"";"";""
22847;125002;"";"Non-ODA";"";"";""
22848;125123;"";"Non-ODA";"";"";""
22849;126001;"";"Non-ODA";"";"";""
22850;125035;"";"Non-ODA";"";"";""
22851;125084;"";"Non-ODA";"";"";""
22852;125030;"";"Non-ODA";"";"";""
22853;125029;"";"Non-ODA";"";"";""
22854;125086;"";"Non-ODA";"";"";""
22855;126013;"";"Non-ODA";"";"";""
22856;125087;"";"Non-ODA";"";"";""
22857;125105;"";"Non-ODA";"";"";""
22858;125073;"";"Non-ODA";"";"";""
22859;125088;"";"Non-ODA";"";"";""
22860;125109;"";"Non-ODA";"";"";""
22861;126025;"";"Non-ODA";"";"";""
22862;126007;"";"Non-ODA";"";"";""
22863;125003;"";"Non-ODA";"";"";""
22864;126015;"";"Non-ODA";"";"";""
22865;125082;"";"Non-ODA";"";"";""
22866;126014;"";"Non-ODA";"";"";""
22867;125034;"";"Non-ODA";"";"";""
22868;125068;"";"Non-ODA";"";"";""
22869;125031;"";"Non-ODA";"";"";""
22870;125119;"";"Non-ODA";"";"";""
22871;126120;"";"Non-ODA";"";"";""
22872;125009;"";"Non-ODA";"";"";""
22873;126009;"";"Non-ODA";"";"";""
22874;125083;"";"Non-ODA";"";"";""
22875;126151;"";"Non-ODA";"";"";""
22876;126126;"";"Non-ODA";"";"";""
22877;126145;"";"Non-ODA";"";"";""
22878;126124;"";"Non-ODA";"";"";""
22879;126146;"";"Non-ODA";"";"";""
22880;126103;"";"Non-ODA";"";"";""
22881;126148;"";"Non-ODA";"";"";""
22882;126147;"";"Non-ODA";"";"";""
22883;126127;"";"Non-ODA";"";"";""
22884;126153;"";"Non-ODA";"";"";""
22885;126104;"";"Non-ODA";"";"";""
22886;126128;"";"Non-ODA";"";"";""
22887;126118;"";"Non-ODA";"";"";""
22888;126154;"";"Non-ODA";"";"";""
22889;126143;"";"Non-ODA";"";"";""
22890;126129;"";"Non-ODA";"";"";""
22891;126130;"";"Non-ODA";"";"";""
22892;126131;"";"Non-ODA";"";"";""
22893;126132;"";"Non-ODA";"";"";""
22894;126141;"";"Non-ODA";"";"";""
22895;126105;"";"Non-ODA";"";"";""
22896;126117;"";"Non-ODA";"";"";""
22897;126133;"";"Non-ODA";"";"";""
22898;126121;"";"Non-ODA";"";"";""
22899;126106;"";"Non-ODA";"";"";""
22900;126122;"";"Non-ODA";"";"";""
22901;126136;"";"Non-ODA";"";"";""
22902;126107;"";"Non-ODA";"";"";""
22903;126135;"";"Non-ODA";"";"";""
22904;126108;"";"Non-ODA";"";"";""
22905;132045;"";"Non-ODA";"";"";""
22906;126109;"";"Non-ODA";"";"";""
22907;126123;"";"Non-ODA";"";"";""
22908;126139;"";"Non-ODA";"";"";""
22909;126150;"";"Non-ODA";"";"";""
22910;126149;"";"Non-ODA";"";"";""
22911;126119;"";"Non-ODA";"";"";""
22912;126140;"";"Non-ODA";"";"";""
22913;132146;"";"Non-ODA";"";"";""
22914;132111;"";"Non-ODA";"";"";""
22915;132038;"";"Non-ODA";"";"";""
22916;132154;"";"Non-ODA";"";"";""
22917;132141;"";"Non-ODA";"";"";""
22918;132139;"";"Non-ODA";"";"";""
22919;132142;"";"Non-ODA";"";"";""
22920;132112;"";"Non-ODA";"";"";""
22921;132143;"";"Non-ODA";"";"";""
22922;132138;"";"Non-ODA";"";"";""
22923;132144;"";"Non-ODA";"";"";""
22924;132025;"";"Non-ODA";"";"";""
22925;132148;"";"Non-ODA";"";"";""
22926;132147;"";"Non-ODA";"";"";""
22927;132149;"";"Non-ODA";"";"";""
22928;132121;"";"Non-ODA";"";"";""
22929;132150;"";"Non-ODA";"";"";""
22930;132151;"";"Non-ODA";"";"";""
22931;132123;"";"Non-ODA";"";"";""
22932;132152;"";"Non-ODA";"";"";""
22933;132002;"";"Non-ODA";"";"";""
22934;132125;"";"Non-ODA";"";"";""
22935;132153;"";"Non-ODA";"";"";""
22936;132124;"";"Non-ODA";"";"";""
22937;126134;"";"Non-ODA";"";"";""
22938;132130;"";"Non-ODA";"";"";""
22939;132034;"";"Non-ODA";"";"";""
22940;132134;"";"Non-ODA";"";"";""
22941;132020;"";"Non-ODA";"";"";""
22942;132118;"";"Non-ODA";"";"";""
22943;132042;"";"Non-ODA";"";"";""
22944;132035;"";"Non-ODA";"";"";""
22945;132129;"";"Non-ODA";"";"";""
22946;132120;"";"Non-ODA";"";"";""
22947;132027;"";"Non-ODA";"";"";""
22948;132021;"";"Non-ODA";"";"";""
22949;132032;"";"Non-ODA";"";"";""
22950;132119;"";"Non-ODA";"";"";""
22951;132132;"";"Non-ODA";"";"";""
22952;132043;"";"Non-ODA";"";"";""
22953;132128;"";"Non-ODA";"";"";""
22954;132131;"";"Non-ODA";"";"";""
22955;132026;"";"Non-ODA";"";"";""
22956;132133;"";"Non-ODA";"";"";""
22957;132044;"";"Non-ODA";"";"";""
22958;132135;"";"Non-ODA";"";"";""
22959;132029;"";"Non-ODA";"";"";""
22960;132136;"";"Non-ODA";"";"";""
22961;132137;"";"Non-ODA";"";"";""
22962;123413;"";"Non-ODA";"";"";""
22963;123022;"";"Non-ODA";"";"";""
22964;123506;"";"Non-ODA";"";"";""
22965;123505;"";"Non-ODA";"";"";""
22966;123504;"";"Non-ODA";"";"";""
22967;123502;"";"Non-ODA";"";"";""
22968;123414;"";"Non-ODA";"";"";""
22969;123503;"";"Non-ODA";"";"";""
22970;132109;"";"Non-ODA";"";"";""
22971;132050;"";"Non-ODA";"";"";""
22972;132052;"";"Non-ODA";"";"";""
22973;132058;"";"Non-ODA";"";"";""
22974;132047;"";"Non-ODA";"";"";""
22975;132053;"";"Non-ODA";"";"";""
22976;132155;"";"Non-ODA";"";"";""
22977;132049;"";"Non-ODA";"";"";""
22978;132051;"";"Non-ODA";"";"";""
22979;132048;"";"Non-ODA";"";"";""
22980;132110;"";"Non-ODA";"";"";""
22981;124308;"";"Non-ODA";"";"";""
22982;124522;"";"Non-ODA";"";"";""
22983;124413;"";"Non-ODA";"";"";""
22984;124421;"";"Non-ODA";"";"";""
22985;124605;"";"Non-ODA";"";"";""
22986;124521;"";"Non-ODA";"";"";""
22987;124120;"";"Non-ODA";"";"";""
22988;124110;"";"Non-ODA";"";"";""
22989;124519;"";"Non-ODA";"";"";""
22990;124029;"";"Non-ODA";"";"";""
22991;124416;"";"Non-ODA";"";"";""
22992;124525;"";"Non-ODA";"";"";""
22993;124518;"";"Non-ODA";"";"";""
22994;124304;"";"Non-ODA";"";"";""
22995;124311;"";"Non-ODA";"";"";""
22996;124028;"";"Non-ODA";"";"";""
22997;124137;"";"Non-ODA";"";"";""
22998;124002;"";"Non-ODA";"";"";""
22999;124123;"";"Non-ODA";"";"";""
23000;124128;"";"Non-ODA";"";"";""
23001;124420;"";"Non-ODA";"";"";""
23002;124503;"";"Non-ODA";"";"";""
23003;124422;"";"Non-ODA";"";"";""
23004;124526;"";"Non-ODA";"";"";""
23005;124310;"";"Non-ODA";"";"";""
23006;124410;"";"Non-ODA";"";"";""
23007;124325;"";"Non-ODA";"";"";""
23008;124122;"";"Non-ODA";"";"";""
23009;124117;"";"Non-ODA";"";"";""
23010;124023;"";"Non-ODA";"";"";""
23011;124101;"";"Non-ODA";"";"";""
23012;124302;"";"Non-ODA";"";"";""
23013;124523;"";"Non-ODA";"";"";""
23014;124527;"";"Non-ODA";"";"";""
23015;124136;"";"Non-ODA";"";"";""
23016;124427;"";"Non-ODA";"";"";""
23017;124524;"";"Non-ODA";"";"";""
23018;124135;"";"Non-ODA";"";"";""
23019;124424;"";"Non-ODA";"";"";""
23020;124418;"";"Non-ODA";"";"";""
23021;124528;"";"Non-ODA";"";"";""
23022;124520;"";"Non-ODA";"";"";""
23023;124004;"";"Non-ODA";"";"";""
23024;124529;"";"Non-ODA";"";"";""
23025;124315;"";"Non-ODA";"";"";""
23026;124316;"";"Non-ODA";"";"";""
23027;124317;"";"Non-ODA";"";"";""
23028;124118;"";"Non-ODA";"";"";""
23029;124301;"";"Non-ODA";"";"";""
23030;124516;"";"Non-ODA";"";"";""
23031;124423;"";"Non-ODA";"";"";""
23032;124517;"";"Non-ODA";"";"";""
23033;124138;"";"Non-ODA";"";"";""
23034;124314;"";"Non-ODA";"";"";""
23035;124318;"";"Non-ODA";"";"";""
23036;124125;"";"Non-ODA";"";"";""
23037;124131;"";"Non-ODA";"";"";""
23038;124126;"";"Non-ODA";"";"";""
23039;124530;"";"Non-ODA";"";"";""
23040;124124;"";"Non-ODA";"";"";""
23041;124320;"";"Non-ODA";"";"";""
23042;124322;"";"Non-ODA";"";"";""
23043;124305;"";"Non-ODA";"";"";""
23044;124533;"";"Non-ODA";"";"";""
23045;124114;"";"Non-ODA";"";"";""
23046;124025;"";"Non-ODA";"";"";""
23047;124511;"";"Non-ODA";"";"";""
23048;124121;"";"Non-ODA";"";"";""
23049;124026;"";"Non-ODA";"";"";""
23050;124134;"";"Non-ODA";"";"";""
23051;124027;"";"Non-ODA";"";"";""
23052;124312;"";"Non-ODA";"";"";""
23053;124405;"";"Non-ODA";"";"";""
23054;124419;"";"Non-ODA";"";"";""
23055;124323;"";"Non-ODA";"";"";""
23056;124119;"";"Non-ODA";"";"";""
23057;124024;"";"Non-ODA";"";"";""
23058;124321;"";"Non-ODA";"";"";""
23059;124133;"";"Non-ODA";"";"";""
23060;124309;"";"Non-ODA";"";"";""
23061;124031;"";"Non-ODA";"";"";""
23062;124203;"";"Non-ODA";"";"";""
23063;124006;"";"Non-ODA";"";"";""
23064;124510;"";"Non-ODA";"";"";""
23065;124307;"";"Non-ODA";"";"";""
23066;124139;"";"Non-ODA";"";"";""
23067;124306;"";"Non-ODA";"";"";""
23068;124515;"";"Non-ODA";"";"";""
23069;124531;"";"Non-ODA";"";"";""
23070;124417;"";"Non-ODA";"";"";""
23071;124205;"";"Non-ODA";"";"";""
23072;124324;"";"Non-ODA";"";"";""
23073;124132;"";"Non-ODA";"";"";""
23074;124502;"";"Non-ODA";"";"";""
23075;124532;"";"Non-ODA";"";"";""
23076;124428;"";"Non-ODA";"";"";""
23077;124426;"";"Non-ODA";"";"";""
23078;124129;"";"Non-ODA";"";"";""
23079;124007;"";"Non-ODA";"";"";""
23080;124425;"";"Non-ODA";"";"";""
23081;124204;"";"Non-ODA";"";"";""
23082;124140;"";"Non-ODA";"";"";""
23083;124407;"";"Non-ODA";"";"";""
23084;124127;"";"Non-ODA";"";"";""
23085;124116;"";"Non-ODA";"";"";""
23086;124008;"";"Non-ODA";"";"";""
23087;124130;"";"Non-ODA";"";"";""
23088;124509;"";"Non-ODA";"";"";""
23089;124005;"";"Non-ODA";"";"";""
23090;124003;"";"Non-ODA";"";"";""
23091;125203;"";"Non-ODA";"";"";""
23092;125062;"";"Non-ODA";"";"";""
23093;125057;"";"Non-ODA";"";"";""
23094;125202;"";"Non-ODA";"";"";""
23095;131104;"";"Non-ODA";"";"";""
23096;131034;"";"Non-ODA";"";"";""
23097;131105;"";"Non-ODA";"";"";""
23098;124415;"";"Non-ODA";"";"";""
23099;131033;"";"Non-ODA";"";"";""
23100;124409;"";"Non-ODA";"";"";""
23101;131106;"";"Non-ODA";"";"";""
23102;131108;"";"Non-ODA";"";"";""
23103;131115;"";"Non-ODA";"";"";""
23104;124408;"";"Non-ODA";"";"";""
23105;131110;"";"Non-ODA";"";"";""
23106;131113;"";"Non-ODA";"";"";""
23107;131035;"";"Non-ODA";"";"";""
23108;131026;"";"Non-ODA";"";"";""
23109;131112;"";"Non-ODA";"";"";""
23110;131107;"";"Non-ODA";"";"";""
23111;124402;"";"Non-ODA";"";"";""
23112;131111;"";"Non-ODA";"";"";""
23113;131037;"";"Non-ODA";"";"";""
23114;131036;"";"Non-ODA";"";"";""
23115;131114;"";"Non-ODA";"";"";""
23116;131025;"";"Non-ODA";"";"";""
23117;131032;"";"Non-ODA";"";"";""
23118;131038;"";"Non-ODA";"";"";""
23119;131031;"";"Non-ODA";"";"";""
23120;124429;"";"Non-ODA";"";"";""
23121;124403;"";"Non-ODA";"";"";""
23122;124430;"";"Non-ODA";"";"";""
23123;131109;"";"Non-ODA";"";"";""
23124;131002;"";"Non-ODA";"";"";""
23125;125008;"";"Non-ODA";"";"";""
23126;131310;"";"Non-ODA";"";"";""
23127;131407;"";"Non-ODA";"";"";""
23128;130001;"";"Non-ODA";"";"";""
23129;135105;"";"Non-ODA";"";"";""
23130;192204;"";"ODA";"";"";""
23131;192127;"";"ODA";"";"";""
23132;192141;"";"ODA";"";"";""
23133;192143;"";"ODA";"";"";""
23134;192214;"";"ODA";"";"";""
23135;192144;"";"ODA";"";"";""
23136;192145;"";"ODA";"";"";""
23137;192234;"";"ODA";"";"";""
23138;192404;"";"ODA";"";"";""
23139;192102;"";"ODA";"";"";""
23140;192213;"";"ODA";"";"";""
23141;192142;"";"ODA";"";"";""
23142;192128;"";"ODA";"";"";""
23143;192307;"";"ODA";"";"";""
23144;192230;"";"ODA";"";"";""
23145;192309;"";"ODA";"";"";""
23146;192203;"";"ODA";"";"";""
23147;192402;"";"ODA";"";"";""
23148;192308;"";"ODA";"";"";""
23149;192403;"";"ODA";"";"";""
23150;182215;"";"ODA";"";"";""
23151;193510;"";"ODA";"";"";""
23152;193508;"";"ODA";"";"";""
23153;193124;"";"ODA";"";"";""
23154;193125;"";"ODA";"";"";""
23155;193198;"";"ODA";"";"";""
23156;193202;"";"ODA";"";"";""
23157;193102;"";"ODA";"";"";""
23158;185213;"";"ODA";"";"";""
23159;184208;"";"ODA";"";"";""
23160;193220;"";"ODA";"";"";""
23161;184147;"";"ODA";"";"";""
23162;193212;"";"ODA";"";"";""
23163;193106;"";"ODA";"";"";""
23164;184146;"";"ODA";"";"";""
23165;193209;"";"ODA";"";"";""
23166;182200;"";"ODA";"";"";""
23167;191205;"";"ODA";"";"";""
23168;182160;"";"ODA";"";"";""
23169;180221;"";"ODA";"";"";""
23170;193228;"";"ODA";"";"";""
23171;182220;"";"ODA";"";"";""
23172;193208;"";"ODA";"";"";""
23173;193131;"";"ODA";"";"";""
23174;193509;"";"ODA";"";"";""
23175;185214;"";"ODA";"";"";""
23176;191116;"";"ODA";"";"";""
23177;181103;"";"ODA";"";"";""
23178;181113;"";"ODA";"";"";""
23179;180008;"";"ODA";"";"";""
23180;181142;"";"ODA";"";"";""
23181;181208;"";"ODA";"";"";""
23182;181209;"";"ODA";"";"";""
23183;181134;"";"ODA";"";"";""
23184;181114;"";"ODA";"";"";""
23185;181212;"";"ODA";"";"";""
23186;181144;"";"ODA";"";"";""
23187;181151;"";"ODA";"";"";""
23188;181112;"";"ODA";"";"";""
23189;181105;"";"ODA";"";"";""
23190;181104;"";"ODA";"";"";""
23191;181223;"";"ODA";"";"";""
23192;184103;"";"ODA";"";"";""
23193;193506;"";"ODA";"";"";""
23194;184207;"";"ODA";"";"";""
23195;191114;"";"ODA";"";"";""
23196;193226;"";"ODA";"";"";""
23197;193230;"";"ODA";"";"";""
23198;193406;"";"ODA";"";"";""
23199;193229;"";"ODA";"";"";""
23200;193507;"";"ODA";"";"";""
23201;193405;"";"ODA";"";"";""
23202;191204;"";"ODA";"";"";""
23203;193130;"";"ODA";"";"";""
23204;191141;"";"ODA";"";"";""
23205;185122;"";"ODA";"";"";""
23206;185134;"";"ODA";"";"";""
23207;185136;"";"ODA";"";"";""
23208;185123;"";"ODA";"";"";""
23209;185120;"";"ODA";"";"";""
23210;185158;"";"ODA";"";"";""
23211;185159;"";"ODA";"";"";""
23212;185157;"";"ODA";"";"";""
23213;193132;"";"ODA";"";"";""
23214;193211;"";"ODA";"";"";""
23215;193105;"";"ODA";"";"";""
23216;191123;"";"ODA";"";"";""
23217;191104;"";"ODA";"";"";""
23218;190016;"";"ODA";"";"";""
23219;191203;"";"ODA";"";"";""
23220;182123;"";"ODA";"";"";""
23221;182314;"";"ODA";"";"";""
23222;182103;"";"ODA";"";"";""
23223;182302;"";"ODA";"";"";""
23224;193107;"";"ODA";"";"";""
23225;191115;"";"ODA";"";"";""
23226;193227;"";"ODA";"";"";""
23227;815319;"";"Non-ODA";"";"";""
23228;814161;"";"Non-ODA";"";"";""
23229;829139;"";"Non-ODA";"";"";""
23230;825417;"";"Non-ODA";"";"";""
23231;835241;"";"Non-ODA";"";"";""
23232;829140;"";"Non-ODA";"";"";""
23233;829147;"";"Non-ODA";"";"";""
23234;841247;"";"ODA";"";"";""
23235;841252;"";"ODA";"";"";""
23236;841254;"";"ODA";"";"";""
23237;841431;"";"ODA";"";"";""
23238;841433;"";"ODA";"";"";""
23239;841315;"";"ODA";"";"";""
23240;841105;"";"ODA";"";"";""
23241;814132;"";"Non-ODA";"";"";""
23242;815356;"";"Non-ODA";"";"";""
23243;814117;"";"Non-ODA";"";"";""
23244;828311;"";"Non-ODA";"";"";""
23245;828310;"";"Non-ODA";"";"";""
23246;827011;"";"Non-ODA";"";"";""
23247;828145;"";"Non-ODA";"";"";""
23248;828102;"";"Non-ODA";"";"";""
23249;828143;"";"Non-ODA";"";"";""
23250;828308;"";"Non-ODA";"";"";""
23251;828136;"";"Non-ODA";"";"";""
23252;828141;"";"Non-ODA";"";"";""
23253;828144;"";"Non-ODA";"";"";""
23254;825419;"";"Non-ODA";"";"";""
23255;816123;"";"ODA";"";"";""
23256;816122;"";"ODA";"";"";""
23257;816124;"";"ODA";"";"";""
23258;835104;"";"Non-ODA";"";"";""
23259;825107;"";"Non-ODA";"";"";""
23260;825327;"";"Non-ODA";"";"";""
23261;829115;"";"Non-ODA";"";"";""
23262;829138;"";"Non-ODA";"";"";""
23263;814134;"";"ODA";"";"";""
23264;814162;"";"ODA";"";"";""
23265;814163;"";"Non-ODA";"";"";""
23266;835242;"";"Non-ODA";"";"";""
23267;845226;"";"Non-ODA";"";"";""
23268;825422;"";"Non-ODA";"";"";""
23269;829146;"";"Non-ODA";"";"";""
23270;829141;"";"Non-ODA";"";"";""
23271;829211;"";"Non-ODA";"";"";""
23272;825420;"";"Non-ODA";"";"";""
23273;829137;"";"Non-ODA";"";"";""
23274;829120;"";"Non-ODA";"";"";""
23275;825335;"";"Non-ODA";"";"";""
23276;829124;"";"Non-ODA";"";"";""
23277;829145;"";"Non-ODA";"";"";""
23278;823326;"";"Non-ODA";"";"";""
23279;816128;"";"Non-ODA";"";"";""
23280;825334;"";"Non-ODA";"";"";""
23281;825328;"";"Non-ODA";"";"";""
23282;829148;"";"Non-ODA";"";"";""
23283;825337;"";"Non-ODA";"";"";""
23284;826116;"";"Non-ODA";"";"";""
23285;835306;"";"Non-ODA";"";"";""
23286;835305;"";"Non-ODA";"";"";""
23287;835304;"";"Non-ODA";"";"";""
23288;822199;"";"Non-ODA";"";"";""
23289;814164;"";"Non-ODA";"";"";""
23290;834235;"";"Non-ODA";"";"";""
23291;815358;"";"Non-ODA";"";"";""
23292;825331;"";"Non-ODA";"";"";""
23293;824119;"";"ODA";"";"";""
23294;822137;"";"ODA";"";"";""
23295;822130;"";"ODA";"";"";""
23296;822127;"";"ODA";"";"";""
23297;822138;"";"ODA";"";"";""
23298;822139;"";"ODA";"";"";""
23299;822140;"";"ODA";"";"";""
23300;822141;"";"ODA";"";"";""
